RespondentID,Budget,FTstaff,National/International,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,DistrictofColumbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,NewHampshire,NewJersey,NewMexico,NewYork,NorthCarolina,NorthDakota,Ohio,Oklahoma,Oregon,Pennsylvania,PuertoRico,RhodeIsland,SouthCarolina,SouthDakota,Tennessee,Texas,Utah,Vermont,Virginia,VirginIslands,Washington,WestVirginia,Wisconsin,Wyoming,YearsExp,YearsExpOtherOrgs,EDgender,EDsalary,AdminEntry,AdminMid,AdminSr,CommsEntry,CommsMid,CommsSr,FundraisingEntry,FundraisingMid,FundraisingSr,LandProtectionEntry,LandProtectionMid,LandProtectionSr,StewardshipEntry,StewardshipMid,StewardshipSr,EducationEntry,EducationMid,EducationSr,FinanceEntry,FinanceMid,FinanceSr,LegalEntry,LegalMid,LegalSr,PolicyEntry,PolicyMid,PolicySr,GISEntry,GISMid,GISSr,WageIncreases,COLA,Performancebased,Nonperformancebased,MaternityPaid,MaternityUnpaid,PaternityPaid,PaternityUnpaid,FamilyLeavePaid,FamilyLeaveUnpaid,SabbaticalPaid,SabbaticalUnpaid,VacationFirstYr,VacationFifthYr,SickFirstYr,SickFifthYr,HolidayFirstYr,HolidayFifthYr,PersonalFirstYr,PersonalFifthYr,PTOFirstYr,PTOFifthYr,FlextimeYes,FlextimeNo,TelecommutingYes,TelecommutingNo,TeleworkingYes,TeleworkingNo,EmployeeHealthIns,EmployeeDental,EmployeeLTD,EmployeeSTD,EmployeeLife,GroupPlan,Reimbursement,ChamberofCommerce,OtherAssocPlan,PPO,HMO,POS,SpouseDependentHealth,SpouseDependentDental,SpouseDependentLTD,SpouseDependentSTD,SpouseDependentLife,SpouseDependentPremiumPercent,DomesticPartnerHealth,DomesticPartnerDental,DomesticPartnerLTD,DomesticPartnerSTD,DomesticPartnerLife,DomesticPartnerPremiumPercent,Retirement,403b,SIMPLESEPIRA,401k,PercentContrib,MaxPercentMatch,MaxDollarsMatch,White,BlackAfricanAm,HispanicLatinoSpanishorigin,AmericanIndianAlaskaNative,Asian,MiddleEasternNorthAfrican,NativeHawaiianOtherPacificIslander,Other
6339722455,700000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,,,,,,,,,,,,,,,,,,,,,1,0,Female,136000,50000,60000,,50000,60000,,,,90000,,,90000,,60000,,,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,,,,Paid,,Paid,,15,20,5,5,10,10,3,3,,,Yes,,Yes,,Yes,,Yes,No,Don't Know,Yes,No,Land trust gets its own group plan,,,,,HMO,,No,No,No,No,No,,No,No,No,No,No,,Yes,403(b) plan,,,7,,5900,6,,,,,,,
6322856606,"2,200,000",17,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Female,"135,000",,,,,,,,,72000,,,,,45000,,,,,,,90000,,,,,53000,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,,Unpaid,,,10,15,12,12,10,10,1,1,,,Yes,,Yes,,,,Yes,Yes,No,No,No,Land trust gets its own group plan,,,,PPO,HMO,,Yes,Yes,No,No,No,,Yes,Yes,No,No,No,,Yes,,,401(k) plan,,,,4,3,5,,2,1,,
6396543933,"2,397,244",16,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,Female,"130,000",,37000,57450,,,49500,,57000,,,53500,72000,41500,50900,,,,54500,,41000,60000,,,,,62000,,41000,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,,Unpaid,,Unpaid,10,20,16,16,11,11,2,2,,,Yes,,Yes,,Yes,,Yes,Yes,No,Yes,Yes,Land trust gets its own group plan,,,,PPO,,,Yes,Yes,No,Yes,Yes,0,Yes,Yes,No,Yes,Yes,0,Yes,,SIMPLE IRA or SEP-IRA,,0,3,,14,,1,,1,,,
6310773595,"$1,716,358 ",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Jersey,,,,,,,,Pennsylvania,,,,,,,,,,,,,,,20,0,Female,"$130,000 ",,,49000,35000,,,,,93500,,54000,105000,,,60000,,,,,,80000,,,,,,,,,,Yes,,Performance-based,,Paid,,Paid,,Paid,,,,,,8,8,13,13,,,10,15,Yes,,,No,,No,Yes,Yes,Yes,Yes,Yes,Land trust gets its own group plan,,,,,,POS,Yes,Yes,No,No,No,employee paid on employer plan,Yes,Yes,No,No,No,same as above employee paid,Yes,403(b) plan,,,3,2,,11,1,,,,,,
6364508354,"1,200,000",24,,Alabama,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,Female,"129,780",20800,21840,,,,,,,,47500,89250,121804,40000,42000,44500,,,,,,72450,,,,,,,,44500,,Yes,,Performance-based,,,Unpaid,,Unpaid,,Unpaid,,Unpaid,10,15,12,12,8,8,,,,,Yes,,Yes,,Yes,,Yes,Yes,No,No,No,Land trust gets its own group plan,,,,PPO,,,Yes,Yes,No,No,No,,No,No,No,No,No,,Yes,403(b) plan,,,5,5,,25,0,0,0,0,0,0,0
6353895028,"1,100,000",7,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,Male,"129,000",,44000,,,48000,,,67000,,43000,,,,68000,69000,,,,74000,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,,Unpaid,,,9,22,10,10,11,11,,,,,Yes,,Yes,,,,Yes,Yes,Yes,Yes,Yes,Land trust gets its own group plan,,,,,,,Yes,Yes,,,,85,Yes,Yes,,,,85,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,9,0,0,0,0,0,0,0
6393848296,"7,500,000",22,,Alabama,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Carolina,,Tennessee,,,,,,,,,,20,,Female,"125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6337389568,"725,000",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pennsylvania,,,,,,,,,,,,,,,13,0,Female,"124,000",,,55000,,47000,,,55000,,,47000,,32000,,50000,,33000,40000,,,,,,,,,,,,,Yes,,Performance-based,,,Unpaid,,Unpaid,,,,,21,Other,6,10,12,12,4,4,,,Yes,,Yes,,Yes,,Yes,Yes,Yes,No,Yes,Land trust gets its own group plan,,,,PPO,,,No,No,No,No,No,,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,9,,,,,,,
6364660772,"$2,600,000 ",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Carolina,,,,,,,,,,,,,,,,,,,,6,0,Male,122000,30000,,,,,80000,33000,,80000,,,64000,31000,49000,66000,,,,,,,,,,,,,,,49000,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,,Unpaid,,,,,,,,,,,18,24,,No,,No,,No,Yes,Yes,Yes,Yes,Yes,,,,,PPO,,,Yes,Yes,No,No,No,0,Yes,Yes,No,No,No,0,Yes,,SIMPLE IRA or SEP-IRA,,,3,,12,,,,,,,
6387004365,"1,995,180",14,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,Female,"120,510",,,39520,,60000,,,169950,,,,,67320,,,65000,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),,,,Unpaid,,Unpaid,,Unpaid,,,10,15,10,10,10,10,,,,,,No,,No,,No,Yes,Yes,No,No,Yes,Land trust gets its own group plan,,,,,,,No,No,No,No,No,,No,No,No,No,No,,Yes,403(b) plan,,,0,0,0,8,0,6,0,0,0,0,
6386939548,"$254,700 ",1,,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,Male,"120,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,,,Non-performance-based,,,,,,,,,21,,,,,,,,,,,No,,No,,No,Yes,Yes,No,No,Yes,,,,,,,,No,No,No,No,No,,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,15,,,1,0,0,0,0,0,0,0
6372763888,"455,000.00",4,,,,,,,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0,Female,"120,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6365387256,2500000,17,,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,Male,120000,,,46000,,50000,,,60000,90000,40000,50000,80000,35000,60000,80000,,,,,,62000,,50000,82000,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,Paid,,,,15,20,10,10,12,12,,,,,,No,,No,,No,Yes,Yes,Yes,Yes,Yes,Land trust gets its own group plan,,,,PPO,,,Yes,No,No,No,No,75,Yes,No,No,No,No,75,Yes,,,401(k) plan,,2,,17,,,,,,,
6364479643,"969,939",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,,,,,11,0,Female,"120,000",,,54000,,,69333,,,51761,30500,,133333,,,73328,,,,,,87637,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,Paid,,Paid,,,,6,12,12,12,2,2,10,20,Yes,,Yes,,Yes,,No,No,No,No,Yes,,,,,,,,No,No,No,No,No,,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,0,3,,6,,2,,,,,
6351123064,830000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhode Island,,,,,,,,,,,,,5,,Male,120000,45000,50000,60000,45000,50000,70000,50000,60000,75000,45000,55000,75000,45000,55000,75000,,,,50000,60000,75000,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,Paid,,,,15,20,12,12,11,11,2,2,,,Yes,,,No,,No,Yes,Yes,,,,Land trust gets its own group plan,,,,,,,Yes,Yes,,,,80%,Yes,Yes,,,,,Yes,,SIMPLE IRA or SEP-IRA,,,3,,6,,,,,,,
6310217674,"1,460,800",12,,,,,,,,,,,,,,,,,,,,,,,,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,Male,"117,000",,,90000,,,75000,,,77000,,46000,,,,50000,,,45000,,,95000,,,,,,,,,51000,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,Unpaid,,Unpaid,Paid,Unpaid,,,5,20,10,10,8,8,,,,,,,Yes,,Yes,,Yes,No,Yes,No,Yes,,,Chamber of Commerce member plans,,PPO,,,Yes,No,No,No,Yes,,No,No,No,No,No,,Yes,403(b) plan,,,9,4,,13,,,1,,,,
6358048812,"2,211,563",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oregon,,,,,,,,,,,,Washington,,,,19,0,Male,"116,457",,34205,,,53235,70525,,41986,75835,,,56595,,39585,,,,,,72500,,,52900,73225,,,86414,,,,Yes,,,,,Unpaid,,Unpaid,,Unpaid,Paid,,10,20,12,12,10,10,2,2,,,Yes,,Yes,,,No,Yes,Yes,Yes,Yes,Yes,Land trust gets its own group plan,,,,PPO,,,Yes,Yes,No,No,Yes,50,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,,3,,13,1,1,,,,,
6334125345,1400700,12,,,,,,,,,,,,,,,,,,,,,,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,Male,115843,34271,,,,,,,52000,90338,47000,65947,87825,42000,48000,77748,,,,,55640,,,,,,,,,,60073,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,,Unpaid,Paid,,10,20,12,Other,12,12,3,3,,,Yes,,Yes,,,No,Yes,Yes,Yes,No,Yes,Land trust gets its own group plan,,,,,HMO,,Yes,Yes,No,No,No,,No,Yes,No,No,No,,Yes,403(b) plan,,,10,,,13,,,,,,,
6380069038,"$3,800,000 ",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Jersey,,,,,,,,,,,,,,,,,,,,,,,35,0,Female,"115,829",,56980,,,56650,,,47062,92873,,60947,78286,40500,48984,87199,,,78795,,,97850,,,,45000,,105608,,,53712,Yes,,Performance-based,,Paid,,,,Paid,,,,15,20,12,12,12,12,6,6,,,Yes,,Yes,,Yes,,Yes,No,Yes,Yes,Yes,Land trust gets its own group plan,,,,,,POS,Yes,No,No,No,No,60%,Yes,No,No,No,No,60%,Yes,,,401(k) plan,,6,,36,1,,,,,,
6378337929,"1,000,000",6,,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Male,"115,000",30000,,,,,,,50000,81000,,54000,,,,,,,,,,68325,,,,,,,,,,Yes,,,,,Unpaid,,Unpaid,,Unpaid,,Unpaid,2,4,,,11,11,6,6,,,Yes,,Yes,,,No,Yes,Yes,No,Yes,Yes,Land trust gets its own group plan,,,,,,POS,No,No,No,No,No,,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,6,,,,,,,
6377618052,"1,000,000",6,,,,,,,,,,,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Male,115000,28500,30000,31500,40000,42000,50000,65000,72000,81000,49000,54000,62000,,,,,,,40000,55000,69000,,,,,,,,,,Yes,,,,,Unpaid,,Unpaid,,Unpaid,,Unpaid,2,4,,,11,11,6,6,,,Yes,,Yes,,,,Yes,Yes,No,Yes,Yes,Land trust gets its own group plan,,,,,,POS,No,No,No,No,No,,Yes,Yes,No,Yes,Yes,,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,6,,,,,,,
6377894410,"1,250,000",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Carolina,,,,,,,,,,Tennessee,,,,,,,,,,22,0,Prefer not to answer,"111,498",,32000,,,,51000,,40300,50200,,,54000,,50000,58000,,44000,,,,60000,,,,,,,,,,Yes,,Performance-based,,,Unpaid,,Unpaid,,Unpaid,,,10,20,12,12,11,11,,,,,Yes,,Yes,,,No,Yes,Yes,Yes,No,Yes,Land trust gets its own group plan,,,,PPO,,,Yes,Yes,No,No,No,20,Yes,Yes,No,No,No,20,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,13,,,,,,,
6351206951,271976,1,,,,,,,,,,,,,,,,,,,,,,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,8,Male,110330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),,,Paid,,,Unpaid,,Unpaid,,Unpaid,10,10,5,5,10,10,,,,,Yes,,,No,,No,Yes,Yes,No,No,No,Land trust gets its own group plan,,,,,HMO,,Yes,Yes,No,No,No,100,Yes,Yes,No,No,No,100,No,,,,,,,3,0,0,0,0,0,0,0
6399356509,1222000,14,,,,,,,,,,,,,,,,,,,,,,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,Male,110000,,55000,,,,41000,,,60000,35000,,,,,,,,,,,,,,,,,,,,,Yes,,Performance-based,,Paid,,Paid,,,,,,10,10,4,4,10,10,,,,,Yes,,,No,,No,Yes,No,No,No,No,Land trust gets its own group plan,,,,,HMO,,Yes,No,No,No,No,75,,,,,,,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,14,,,,,,,
6393520639,"3,427,750",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virginia,,,,,,4,0,Female,110000,24000,35000,55000,,,60000,,,,42000,50000,65000,35000,45000,55000,,,,30000,50000,60000,40000,60000,80000,,,,40000,55000,75000,Yes,,Performance-based,,Paid,,Paid,,Paid,,,,,,,,,,,,24,Other,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Land trust gets its own group plan,,,,,,POS,Yes,Yes,Yes,Yes,Yes,90,Yes,Yes,,,,70,Yes,,,401(k) plan,2,4,,38,1,,,,,,
6391287987,"$116,000 ",1,,,,,,,,,,,,,,,,,,,,,,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,Male,"$110,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Performance-based,,,,,,,Unpaid,,,,15,,10,,10,,,,,Yes,,,,,,Yes,No,No,No,No,,Land trust reimburses employee for cost of individual plans,,,,,,No,No,No,No,No,,No,No,No,No,No,,No,,,,,,,1,,,,,,,
6368587707,"500,250",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,29,0,Female,"110,000",,,,,,,,,,,,70000,,,,,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,Paid,,,Unpaid,5,20,,,10,10,,,,,,No,,No,,No,Yes,No,Yes,Yes,No,Land trust gets its own group plan,,,,,,POS,Yes,No,No,No,No,0,Yes,No,No,No,No,0,Yes,,SIMPLE IRA or SEP-IRA,,,3,,6,,,,,,,
6346065762,322769,1,,,,,,,,,,,,,,,,,,,,,,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,Male,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,,Unpaid,,Unpaid,10,10,5,5,6,6,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6357840705,"980,000",5,,,,,,,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,Female,"109,000",50000,65000,75000,45000,55000,65000,65000,70000,80000,60000,70000,100000,55000,65000,75000,,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,Paid,,,,15,20,12,12,10,10,,,,,Yes,,,,,,Yes,No,No,No,No,Land trust gets its own group plan,,,,PPO,,,Yes,No,No,No,No,0,Yes,No,No,No,No,0,Yes,,SIMPLE IRA or SEP-IRA,,,3,,5,0,0,0,0,0,0,0
6380523395,"1,238,790",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,Male,"108,652",,43680,52000,,,,43540,,,53287,62864,75725,55000,,,,,,,,,65975,,,,,,,52216,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,,,,,10,20,12,12,12,12,,,,,Yes,,Yes,,Yes,,Yes,No,No,No,No,Land trust gets its own group plan,,,,PPO,,,Yes,No,No,No,No,don't know,Yes,No,No,No,No,dont' know,Yes,403(b) plan,,401(k) plan,12,0,0,13,,,,,,,
6308551349,"$762,000 ",4,,,,,,,,,,,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,Male,"108,400",,,44500,,,,,,84300,,,72000,,,,,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,Paid,,,,10,15,,,11,11,5,5,,,Yes,,,No,,No,Yes,No,No,No,No,,,,,PPO,,,Yes,No,No,No,No,75%,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,6,0,0,0,0,0,0,0
6307701550,"750,000",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tennessee,,,,,,,,,,4,32,Male,"108,000",,,,,,,,,60000,,,47000,,,40000,,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,Paid,,,,5,15,18,18,10,10,,,,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Land trust gets its own group plan,,,,PPO,,,Yes,Yes,,,,75,Don't know,Don't know,,,,,Yes,403(b) plan,,,,,3500,,,,,,,,4
6376302642,"$249,335 ",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,Male,"$107,825 ",,,,,,,,,,,,,,39119,,,,,,,,,,,,,,,,,Yes,,Performance-based,,,,,,,,,,,,,,,,,,25,Other,Yes,,,,,,No,No,No,No,No,,,,,,,,No,No,No,No,No,,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,2,,,,,,,
6310035054,756321,6,,,,,,,,,,,,,,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,Male,107000,,,,,41400,,34000,,,,,60000,,42000,,,,,,,62000,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),,,Paid,,Paid,,Paid,,,,15,20,12,12,10,10,,,,,Yes,,,No,,No,Yes,Yes,No,No,No,Land trust gets its own group plan,,,,PPO,,,No,No,No,No,No,,No,No,No,No,No,,Yes,,,401(k) plan,3,3,3500,6,,,,,,,
6386639579,"1,630,000",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,,,,15,0,Male,105047,,,52400,,,61200,,,78831,,,,,65267,75653,,,,,,66300,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,Paid,,,,10,15,10,10,6,6,2,2,,,Yes,,Yes,,Yes,,Yes,No,No,No,No,Land trust gets its own group plan,,,,PPO,,,No,No,No,No,No,,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,,3,,11,1,,,,,,
6394140491,1700000,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,,,,,,,,,,,,,,,,,,,,,10,0,Male,105000,,,82000,,54000,,35000,42000,,40000,65000,72000,,,,,,,,50500,,,,,,54000,,,,,Yes,,Performance-based,,Paid,,Paid,,Paid,,,,15,20,12,12,12,12,,,,,Yes,,Yes,,,No,Yes,Yes,Yes,Yes,Yes,,,,"Other association's member plans (e.g., state association of nonprofits)",,,,Yes,Yes,,,,85% Health/0% Dental,Yes,Yes,,,,85% Health/0% Dental,Yes,403(b) plan,,,3,,,15,,,,,,,
6391508681,"715,000",4,,,,,,,,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Male,"105,000",,,,,,,,55000,,,,,,45000,,,65000,,,,,,,,,,,,,,Yes,,Performance-based,,,Unpaid,,Unpaid,,Unpaid,,Unpaid,15,15,10,10,9,,3,3,,,,No,,No,,No,Yes,Yes,Yes,No,Yes,,Land trust reimburses employee for cost of individual plans,,,,,,No,No,No,No,No,,No,No,No,No,No,,No,403(b) plan,,,0,,,4,,,,,,,
6391188849,"-726,114.65",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,,,,,16,0,Male,"105,000",,,60900,,50000,,,50000,100000,,,50000,,62750,89500,,,,,,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,Paid,,,Unpaid,10,15,Other,Other,10,10,,,5,5,Yes,,Yes,,,,Yes,Yes,Yes,No,Yes,Land trust gets its own group plan,,,,PPO,,,Yes,Yes,No,No,No,,No,No,No,No,No,,No,,,,,,,8,,,,,,,
6390752823,"$904,000 ",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Jersey,,,,,,,,,,,,,,,,,,,,,,,5,0,Male,"$105,000 ",44700,,,,,,,,73400,,62500,,,,,,,,,,,,,,,,,,,,Yes,,Performance-based,,,Unpaid,,Unpaid,Paid,,,Unpaid,2,3,7,7,12,12,3,3,,,Yes,,Yes,,Yes,,Yes,Yes,No,No,No,,,,,,,,No,No,No,No,No,,No,No,No,No,No,,No,,,,,,,6,0,0,0,0,0,0,0
6367555225,"$961,587 ",7,,,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Female,105000,,52562,,,,,,,,,65083,81510,57283,,,,,,,,,,81808,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,,Unpaid,,,,,,,10,10,,,17,Other,Yes,,,,,,Yes,Yes,No,No,No,Land trust gets its own group plan,,,,PPO,,,Yes,Yes,No,No,No,0% paid by organization,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,,3,,7,,,,,,,
6391307208,1673378,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,Female,103848,,,,,58171,,,67178,,,67725,,,54370,,,,,,55153,,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,,Unpaid,,Unpaid,Paid,,Paid,,10,25,,,10,10,10,10,,,,No,Yes,,,No,Yes,Yes,No,No,No,Land trust gets its own group plan,,,,PPO,,,Yes,Yes,No,No,No,50,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,3,3,,8,,,,,,,
6362697112,"1,444,000",5,,,,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Mexico,,,,,,,,,,,,,,,,,,,,,,12,,Male,"103,000",,,50000,,,45000,,,,,,65000,,45000,,,,,,,,,,,,,,,,,Don't know,,Performance-based,,,,,,,,Paid,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,,Land trust gets its own group plan,,,,,,,Yes,Don't know,Don't know,Don't know,Don't know,,Don't know,Don't know,Don't know,Don't know,Don't know,,Yes,,,401(k) plan,,,,,,,,,,,
6389105384,2365000,9,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,Female,102500,,,42850,,,,,52000,,,,,,48000,,,48000,,,,,,,,,,,,,,Yes,,Performance-based,,,Unpaid,,Unpaid,,Unpaid,Paid,,10,15,6,6,,,,,,,,No,,No,,No,Yes,Yes,,,,Land trust gets its own group plan,,,,,,,Yes,,,,,See above answer; EE may direct their benefit toward the cost of insuring their spouse or dependent,Yes,,,,,See above answers,Yes,403(b) plan,,,2,,,8,0,1,,0,0,0,
6395858845,874000,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Washington,,,,14,0,Female,101000,,36720,,,42000,65000,,55161,,37740,49456,67917,32640,,51000,,,,,,69360,,,,,,,,,,Yes,According to COLA (Cost of Living Adjustment),Performance-based,,Paid,,Paid,,Paid,,Paid,,12,20,12,12,11,11,,,,,Yes,,Yes,,,,Yes,Yes,No,No,No,Land trust gets its own group plan,,,,,HMO,,No,No,No,No,No,,No,No,No,No,No,,Yes,,SIMPLE IRA or SEP-IRA,,0,3,,11,,,,,,,
